Market,State,Issuer_Name,Plan_ID,Plan_Type,Metal_Level,Claims_Received,Claims_Denied,Appeals_Overturned_Rate,Denial_Rate
Individual,LA,CHRISTUS Health Plan Louisiana,98780LA0040002,HMO,Bronze Expanded,4000,767,10.4%,19.2%
Individual,LA,CHRISTUS Health Plan Louisiana,98780LA0040003,HMO,Bronze Expanded,5776,781,10.4%,13.5%
Individual,LA,CHRISTUS Health Plan Louisiana,98780LA0030001,HMO,Gold,268,88,10.4%,32.8%
Individual,LA,CHRISTUS Health Plan Louisiana,98780LA0030002,HMO,Gold,328,35,10.4%,10.7%
Individual,LA,CHRISTUS Health Plan Louisiana,98780LA0030003,HMO,Gold,148,16,10.4%,10.8%
Individual,LA,CHRISTUS Health Plan Louisiana,98780LA0090001,HMO,Gold,53,11,10.4%,20.8%
Individual,LA,CHRISTUS Health Plan Louisiana,98780LA0090002,HMO,Gold,183,18,10.4%,9.8%
Individual,LA,CHRISTUS Health Plan Louisiana,98780LA0010001,HMO,Silver,4422,843,10.4%,19.1%
Individual,LA,CHRISTUS Health Plan Louisiana,98780LA0010002,HMO,Silver,4568,792,10.4%,17.3%
Individual,LA,CHRISTUS Health Plan Louisiana,98780LA0010003,HMO,Silver,6974,1021,10.4%,14.6%
Individual,LA,CHRISTUS Health Plan Louisiana,98780LA0080001,HMO,Silver,1582,219,10.4%,13.8%
Individual,LA,CHRISTUS Health Plan Louisiana,98780LA0080002,HMO,Silver,1733,205,10.4%,11.8%
Individual,LA,CHRISTUS Health Plan Louisiana,98780LA0080003,HMO,Silver,2737,370,10.4%,13.5%
Individual,LA,CHRISTUS Health Plan Louisiana,98780LA0120001,HMO,Silver,10765,2518,10.4%,23.4%
Individual,LA,CHRISTUS Health Plan Louisiana,98780LA0120002,HMO,Silver,9161,1662,10.4%,18.1%
Individual,LA,CHRISTUS Health Plan Louisiana,98780LA0120003,HMO,Silver,14142,2197,10.4%,15.5%
Individual,LA,"HMO Louisiana, Inc.",19636LA0220012,POS,Bronze,290702,51349,34.6%,17.7%
Individual,LA,"HMO Louisiana, Inc.",19636LA0220013,POS,Bronze Expanded,343132,52237,34.6%,15.2%
Individual,LA,"HMO Louisiana, Inc.",19636LA0220017,POS,Bronze Expanded,77225,12434,34.6%,16.1%
Individual,LA,"HMO Louisiana, Inc.",19636LA0220005,POS,Gold,349816,50875,34.6%,14.5%
Individual,LA,"HMO Louisiana, Inc.",19636LA0220019,POS,Gold,32693,4819,34.6%,14.7%
Individual,LA,"HMO Louisiana, Inc.",19636LA0220014,POS,Silver,1297268,188797,34.6%,14.6%
Individual,LA,"HMO Louisiana, Inc.",19636LA0220018,POS,Silver,67186,10341,34.6%,15.4%
Individual,LA,"HMO Louisiana, Inc.",19636LA0230008,POS,Silver,45825,7419,34.6%,16.2%
Individual,LA,"HMO Louisiana, Inc.",19636LA0240007,POS,Silver,337932,90749,34.6%,26.9%
Individual,LA,"HMO Louisiana, Inc.",19636LA0240010,POS,Silver,125023,23366,34.6%,18.7%
Individual,LA,"HMO Louisiana, Inc.",19636LA0240013,POS,Silver,70861,10176,34.6%,14.4%
Individual,LA,"HMO Louisiana, Inc.",19636LA0590003,POS,Silver,98826,24299,34.6%,24.6%
Individual,LA,"HMO Louisiana, Inc.",19636LA0610005,POS,Silver,88388,8068,34.6%,9.1%
Individual,LA,"HMO Louisiana, Inc.",19636LA0610010,POS,Silver,26893,3767,34.6%,14.0%
Individual,LA,Louisiana Health Service & Indemnity Company,97176LA0340017,PPO,Bronze,138221,20162,35.2%,14.6%
Individual,LA,Louisiana Health Service & Indemnity Company,97176LA0350004,PPO,Bronze Expanded,41318,5316,35.2%,12.9%
Individual,LA,Louisiana Health Service & Indemnity Company,97176LA0340015,PPO,Gold,41851,4988,35.2%,11.9%
Individual,LA,Louisiana Health Service & Indemnity Company,97176LA0340022,PPO,Gold,27206,3408,35.2%,12.5%
Individual,LA,Louisiana Health Service & Indemnity Company,97176LA0340010,PPO,Silver,125162,14638,35.2%,11.7%
Individual,LA,Louisiana Health Service & Indemnity Company,97176LA0340023,PPO,Silver,30691,3761,35.2%,12.3%
Individual,LA,Louisiana Health Service & Indemnity Company,97176LA0350003,PPO,Silver,97040,11967,35.2%,12.3%
Individual,LA,UnitedHealthcare Insurance Company,69842LA0240008,EPO,Bronze Expanded,95041,23650,23.1%,24.9%
Individual,LA,UnitedHealthcare Insurance Company,69842LA0240018,EPO,Bronze Expanded,39482,10030,23.1%,25.4%
Individual,LA,UnitedHealthcare Insurance Company,69842LA0240012,EPO,Gold,458,163,23.1%,35.6%
Individual,LA,UnitedHealthcare Insurance Company,69842LA0240014,EPO,Silver,3513,960,23.1%,27.3%
Individual,LA,UnitedHealthcare Insurance Company,69842LA0240017,EPO,Silver,992,198,23.1%,20.0%
Individual,MI,Blue Care Network of Michigan,98185MI0440006,HMO,Bronze Expanded,259408,43921,88.6%,16.9%
Individual,MI,Blue Care Network of Michigan,98185MI0550020,HMO,Bronze Expanded,98473,18502,88.6%,18.8%
Individual,MI,Blue Care Network of Michigan,98185MI0550021,HMO,Bronze Expanded,8573,1602,88.6%,18.7%
Individual,MI,Blue Care Network of Michigan,98185MI0550022,HMO,Bronze Expanded,83981,15606,88.6%,18.6%
Individual,MI,Blue Care Network of Michigan,98185MI0550023,HMO,Bronze Expanded,22285,5073,88.6%,22.8%
Individual,MI,Blue Care Network of Michigan,98185MI0180024,HMO,Catastrophic,1569,319,88.6%,20.3%
Individual,MI,Blue Care Network of Michigan,98185MI0180009,HMO,Gold,145187,26625,88.6%,18.3%
Individual,MI,Blue Care Network of Michigan,98185MI0550018,HMO,Gold,22269,4292,88.6%,19.3%
Individual,MI,Blue Care Network of Michigan,98185MI0180005,HMO,Silver,61685,10919,88.6%,17.7%
Individual,MI,Blue Care Network of Michigan,98185MI0180015,HMO,Silver,342680,61607,88.6%,18.0%
Individual,MI,Blue Care Network of Michigan,98185MI0180026,HMO,Silver,29587,6991,88.6%,23.6%
Individual,MI,Blue Care Network of Michigan,98185MI0550001,HMO,Silver,86208,14961,88.6%,17.4%
Individual,MI,Blue Care Network of Michigan,98185MI0550002,HMO,Silver,54991,9423,88.6%,17.1%
Individual,MI,Blue Care Network of Michigan,98185MI0550004,HMO,Silver,18272,3299,88.6%,18.1%
Individual,MI,Blue Care Network of Michigan,98185MI0550019,HMO,Silver,5182,1189,88.6%,22.9%
Individual,MI,Blue Cross Blue Shield of Michigan Mutual Insurance Company,15560MI0350005,PPO,Bronze,144998,25426,39.4%,17.5%
Individual,MI,Blue Cross Blue Shield of Michigan Mutual Insurance Company,15560MI0350002,PPO,Bronze Expanded,201024,31683,39.4%,15.8%
Individual,MI,Blue Cross Blue Shield of Michigan Mutual Insurance Company,15560MI1120001,PPO,Bronze Expanded,197380,33256,39.4%,16.8%
Individual,MI,Blue Cross Blue Shield of Michigan Mutual Insurance Company,15560MI0350001,PPO,Catastrophic,9505,1897,39.4%,20.0%
Individual,MI,Blue Cross Blue Shield of Michigan Mutual Insurance Company,15560MI0350004,PPO,Gold,102525,18083,39.4%,17.6%
Individual,MI,Blue Cross Blue Shield of Michigan Mutual Insurance Company,15560MI1130002,PPO,Gold,11007,2223,39.4%,20.2%
Individual,MI,Blue Cross Blue Shield of Michigan Mutual Insurance Company,15560MI0350003,PPO,Silver,183828,30482,39.4%,16.6%
Individual,MI,Blue Cross Blue Shield of Michigan Mutual Insurance Company,15560MI0350006,PPO,Silver,286719,47202,39.4%,16.5%
Individual,MI,Blue Cross Blue Shield of Michigan Mutual Insurance Company,15560MI1130001,PPO,Silver,93525,15949,39.4%,17.1%
Individual,MI,McLaren Health Plan Community,74917MI0020011,HMO,Bronze,10611,1793,74.1%,16.9%
Individual,MI,McLaren Health Plan Community,74917MI0020013,HMO,Bronze Expanded,12472,2044,74.1%,16.4%
Individual,MI,McLaren Health Plan Community,74917MI0020024,HMO,Bronze Expanded,6571,931,74.1%,14.2%
Individual,MI,McLaren Health Plan Community,74917MI0020004,HMO,Catastrophic,637,112,74.1%,17.6%
Individual,MI,McLaren Health Plan Community,74917MI0020006,HMO,Gold,48846,7228,74.1%,14.8%
Individual,MI,McLaren Health Plan Community,74917MI0020018,HMO,Gold,5302,1033,74.1%,19.5%
Individual,MI,McLaren Health Plan Community,74917MI0020005,HMO,Silver,11913,2116,74.1%,17.8%
Individual,MI,McLaren Health Plan Community,74917MI0020017,HMO,Silver,19745,3311,74.1%,16.8%
Individual,MI,McLaren Health Plan Community,74917MI0020019,HMO,Silver,1750,299,74.1%,17.1%
Individual,MI,"Meridian Health Plan of Michigan, Inc.",58594MI0030013,HMO,Bronze Expanded,53269,11481,39.6%,21.6%
Individual,MI,"Meridian Health Plan of Michigan, Inc.",58594MI0030016,HMO,Bronze Expanded,93666,19647,39.6%,21.0%
Individual,MI,"Meridian Health Plan of Michigan, Inc.",58594MI0030023,HMO,Bronze Expanded,29288,5989,39.6%,20.4%
Individual,MI,"Meridian Health Plan of Michigan, Inc.",58594MI0040013,HMO,Bronze Expanded,7040,1145,39.6%,16.3%
Individual,MI,"Meridian Health Plan of Michigan, Inc.",58594MI0040016,HMO,Bronze Expanded,10984,1431,39.6%,13.0%
Individual,MI,"Meridian Health Plan of Michigan, Inc.",58594MI0030020,HMO,Gold,26354,3444,39.6%,13.1%
Individual,MI,"Meridian Health Plan of Michigan, Inc.",58594MI0030021,HMO,Gold,22184,2879,39.6%,13.0%
Individual,MI,"Meridian Health Plan of Michigan, Inc.",58594MI0030025,HMO,Gold,8334,1392,39.6%,16.7%
Individual,MI,"Meridian Health Plan of Michigan, Inc.",58594MI0040020,HMO,Gold,12915,2012,39.6%,15.6%
Individual,MI,"Meridian Health Plan of Michigan, Inc.",58594MI0040023,HMO,Gold,17293,2701,39.6%,15.6%
Individual,MI,"Meridian Health Plan of Michigan, Inc.",58594MI0030017,HMO,Silver,109029,20369,39.6%,18.7%
Individual,MI,"Meridian Health Plan of Michigan, Inc.",58594MI0030019,HMO,Silver,236976,38006,39.6%,16.0%
Individual,MI,"Meridian Health Plan of Michigan, Inc.",58594MI0030024,HMO,Silver,85598,14785,39.6%,17.3%
Individual,MI,"Meridian Health Plan of Michigan, Inc.",58594MI0040019,HMO,Silver,51336,7628,39.6%,14.9%
Individual,MI,"Molina Healthcare of Michigan, Inc.",40047MI0010001,HMO,Gold,45290,10613,44.8%,23.4%
Individual,MI,"Molina Healthcare of Michigan, Inc.",40047MI0010008,HMO,Gold,17748,4759,44.8%,26.8%
Individual,MI,"Molina Healthcare of Michigan, Inc.",40047MI0080001,HMO,Gold,20162,5037,44.8%,25.0%
Individual,MI,"Molina Healthcare of Michigan, Inc.",40047MI0010002,HMO,Silver,318890,77491,44.8%,24.3%
Individual,MI,"Molina Healthcare of Michigan, Inc.",40047MI0010009,HMO,Silver,60145,16776,44.8%,27.9%
Individual,MI,"Molina Healthcare of Michigan, Inc.",40047MI0080002,HMO,Silver,54667,13104,44.8%,24.0%
Individual,MI,Oscar Insurance Company,77739MI0070005,EPO,Bronze Expanded,6709,1413,50.8%,21.1%
Individual,MI,Oscar Insurance Company,77739MI0070024,EPO,Bronze Expanded,2659,444,50.8%,16.7%
Individual,MI,Oscar Insurance Company,77739MI0070050,EPO,Bronze Expanded,1416,411,50.8%,29.0%
Individual,MI,Oscar Insurance Company,77739MI0070011,EPO,Catastrophic,372,37,50.8%,9.9%
Individual,MI,Oscar Insurance Company,77739MI0070035,EPO,Gold,2081,336,50.8%,16.1%
Individual,MI,Oscar Insurance Company,77739MI0070053,EPO,Gold,829,184,50.8%,22.2%
Individual,MI,Oscar Insurance Company,77739MI0070006,EPO,Silver,3709,665,50.8%,17.9%
Individual,MI,Oscar Insurance Company,77739MI0070025,EPO,Silver,1297,211,50.8%,16.3%
Individual,MI,Oscar Insurance Company,77739MI0070052,EPO,Silver,653,110,50.8%,16.8%
Individual,MI,Priority Health,29698MI0540595,HMO,Gold,5634,194,24.0%,3.4%
Individual,MI,Priority Health,29698MI0540596,HMO,Gold,1003,26,24.0%,2.6%
Individual,MI,Priority Health,29698MI0540597,HMO,Gold,9987,728,24.0%,7.3%
Individual,MI,Priority Health,29698MI0540599,HMO,Gold,3183,183,24.0%,5.7%
Individual,MI,"UnitedHealthcare Community Plan, Inc.",71667MI0010012,HMO,Bronze Expanded,21552,6123,23.7%,28.4%
Individual,MI,"UnitedHealthcare Community Plan, Inc.",71667MI0010030,HMO,Bronze Expanded,9729,2418,23.7%,24.9%
Individual,MI,"UnitedHealthcare Community Plan, Inc.",71667MI0010024,HMO,Gold,14826,3374,23.7%,22.8%
Individual,MI,"UnitedHealthcare Community Plan, Inc.",71667MI0010026,HMO,Gold,1775,351,23.7%,19.8%
Individual,MI,"UnitedHealthcare Community Plan, Inc.",71667MI0010028,HMO,Silver,2775,705,23.7%,25.4%
Individual,MI,"UnitedHealthcare Community Plan, Inc.",71667MI0010033,HMO,Silver,6756,1556,23.7%,23.0%
Individual,MI,University of Michigan Health Plan,60829MI0190030,HMO,Bronze,7650,1496,31.4%,19.6%
Individual,MI,University of Michigan Health Plan,60829MI0190034,HMO,Bronze Expanded,76636,11720,31.4%,15.3%
Individual,MI,University of Michigan Health Plan,60829MI0220002,HMO,Bronze Expanded,29184,5046,31.4%,17.3%
Individual,MI,University of Michigan Health Plan,60829MI0190026,HMO,Catastrophic,189,71,31.4%,37.6%
Individual,MI,University of Michigan Health Plan,60829MI0190009,HMO,Gold,31033,5773,31.4%,18.6%
Individual,MI,University of Michigan Health Plan,60829MI0190016,HMO,Gold,51776,8786,31.4%,17.0%
Individual,MI,University of Michigan Health Plan,60829MI0190032,HMO,Gold,7234,1205,31.4%,16.7%
Individual,MI,University of Michigan Health Plan,60829MI0190017,HMO,Silver,48215,8844,31.4%,18.3%
Individual,MI,University of Michigan Health Plan,60829MI0190020,HMO,Silver,37473,6998,31.4%,18.7%
Individual,MI,University of Michigan Health Plan,60829MI0190033,HMO,Silver,77731,15671,31.4%,20.2%
Individual,MO,Aetna Life Insurance Company,48161MO0200003,EPO,Bronze Expanded,58634,10059,43.7%,17.2%
Individual,MO,Aetna Life Insurance Company,48161MO0200016,EPO,Bronze Expanded,123146,21511,43.7%,17.5%
Individual,MO,Aetna Life Insurance Company,48161MO0200019,EPO,Gold,20904,3782,43.7%,18.1%
Individual,MO,Aetna Life Insurance Company,48161MO0200015,EPO,Silver,25572,4255,43.7%,16.6%
Individual,MO,Aetna Life Insurance Company,48161MO0200025,EPO,Silver,184895,34707,43.7%,18.8%
Individual,MO,Blue Cross and Blue Shield of Kansas City,34762MO0590003,EPO,Bronze Expanded,9417,1630,0.0%,17.3%
Individual,MO,Blue Cross and Blue Shield of Kansas City,34762MO0590010,EPO,Bronze Expanded,4692,1101,0.0%,23.5%
Individual,MO,Blue Cross and Blue Shield of Kansas City,34762MO0590014,EPO,Bronze Expanded,26586,5023,0.0%,18.9%
Individual,MO,Blue Cross and Blue Shield of Kansas City,34762MO0590018,EPO,Bronze Expanded,8926,1711,0.0%,19.2%
Individual,MO,Blue Cross and Blue Shield of Kansas City,34762MO0590020,EPO,Bronze Expanded,20565,3225,0.0%,15.7%
Individual,MO,Blue Cross and Blue Shield of Kansas City,34762MO0590023,EPO,Catastrophic,76,32,0.0%,42.1%
Individual,MO,Blue Cross and Blue Shield of Kansas City,34762MO0590013,EPO,Gold,15174,3057,0.0%,20.1%
Individual,MO,Blue Cross and Blue Shield of Kansas City,34762MO0590002,EPO,Silver,2718,843,0.0%,31.0%
Individual,MO,Blue Cross and Blue Shield of Kansas City,34762MO0590004,EPO,Silver,16390,4111,0.0%,25.1%
Individual,MO,Blue Cross and Blue Shield of Kansas City,34762MO0590009,EPO,Silver,7188,1672,0.0%,23.3%
Individual,MO,Blue Cross and Blue Shield of Kansas City,34762MO0590019,EPO,Silver,5221,771,0.0%,14.8%
Individual,MO,Blue Cross and Blue Shield of Kansas City,34762MO0590022,EPO,Silver,2551,589,0.0%,23.1%
Individual,MO,Celtic Insurance Company,99723MO0090018,EPO,Bronze Expanded,147796,23655,0.0%,16.0%
Individual,MO,Celtic Insurance Company,99723MO0090053,EPO,Bronze Expanded,41382,5181,0.0%,12.5%
Individual,MO,Celtic Insurance Company,99723MO0090069,EPO,Bronze Expanded,111584,15535,0.0%,13.9%
Individual,MO,Celtic Insurance Company,99723MO0110009,EPO,Bronze Expanded,19864,2521,0.0%,12.7%
Individual,MO,Celtic Insurance Company,99723MO0110053,EPO,Bronze Expanded,16219,1994,0.0%,12.3%
Individual,MO,Celtic Insurance Company,99723MO0090016,EPO,Gold,42521,5259,0.0%,12.4%
Individual,MO,Celtic Insurance Company,99723MO0090063,EPO,Gold,31321,3864,0.0%,12.3%
Individual,MO,Celtic Insurance Company,99723MO0090071,EPO,Gold,6255,964,0.0%,15.4%
Individual,MO,Celtic Insurance Company,99723MO0110010,EPO,Gold,18603,2383,0.0%,12.8%
Individual,MO,Celtic Insurance Company,99723MO0110063,EPO,Gold,17651,2589,0.0%,14.7%
Individual,MO,Celtic Insurance Company,99723MO0090004,EPO,Silver,274691,35866,0.0%,13.1%
Individual,MO,Celtic Insurance Company,99723MO0090011,EPO,Silver,1042251,142673,0.0%,13.7%
Individual,MO,Celtic Insurance Company,99723MO0090070,EPO,Silver,1313257,177097,0.0%,13.5%
Individual,MO,Celtic Insurance Company,99723MO0110013,EPO,Silver,198810,26700,0.0%,13.4%
Individual,MO,Celtic Insurance Company,99723MO0110014,EPO,Silver,92222,13118,0.0%,14.2%
Individual,MO,Cox Health Systems Insurance Company,96384MO0220011,EPO,Bronze Expanded,908,134,0.0%,14.8%
Individual,MO,Cox Health Systems Insurance Company,96384MO0220014,EPO,Gold,327,50,0.0%,15.3%
Individual,MO,Cox Health Systems Insurance Company,96384MO0220009,EPO,Silver,1348,179,0.0%,13.3%
Individual,MO,Cox Health Systems Insurance Company,96384MO0220012,EPO,Silver,706,111,0.0%,15.7%
Individual,MO,Healthy Alliance Life Co(Anthem BCBS),32753MO0950008,EPO,Bronze Expanded,228551,49590,40.0%,21.7%
Individual,MO,Healthy Alliance Life Co(Anthem BCBS),32753MO0950017,EPO,Bronze Expanded,170052,40257,40.0%,23.7%
Individual,MO,Healthy Alliance Life Co(Anthem BCBS),32753MO0950021,EPO,Bronze Expanded,90969,23663,40.0%,26.0%
Individual,MO,Healthy Alliance Life Co(Anthem BCBS),32753MO0950016,EPO,Catastrophic,6743,1488,40.0%,22.1%
Individual,MO,Healthy Alliance Life Co(Anthem BCBS),32753MO0950023,EPO,Gold,26424,5569,40.0%,21.1%
Individual,MO,Healthy Alliance Life Co(Anthem BCBS),32753MO0950002,EPO,Silver,205028,45534,40.0%,22.2%
Individual,MO,Healthy Alliance Life Co(Anthem BCBS),32753MO0950013,EPO,Silver,140211,32960,40.0%,23.5%
Individual,MO,Healthy Alliance Life Co(Anthem BCBS),32753MO0950015,EPO,Silver,789811,174492,40.0%,22.1%
Individual,MO,Healthy Alliance Life Co(Anthem BCBS),32753MO0950022,EPO,Silver,691381,165849,40.0%,24.0%
Individual,MO,Medica Central Insurance Company,47840MO0010017,EPO,Bronze Expanded,10901,1785,38.5%,16.4%
Individual,MO,Medica Central Insurance Company,47840MO0010010,EPO,Catastrophic,779,84,38.5%,10.8%
Individual,MO,Medica Central Insurance Company,47840MO0010001,EPO,Gold,15944,2266,38.5%,14.2%
Individual,MO,Medica Central Insurance Company,47840MO0010015,EPO,Gold,1949,333,38.5%,17.1%
Individual,MO,Medica Central Insurance Company,47840MO0010002,EPO,Silver,3230,537,38.5%,16.6%
Individual,MO,Medica Central Insurance Company,47840MO0010016,EPO,Silver,3181,514,38.5%,16.2%
Individual,MO,Medica Insurance Company,53461MO0010029,EPO,Bronze Expanded,9950,2286,44.1%,23.0%
Individual,MO,Medica Insurance Company,53461MO0010041,EPO,Bronze Expanded,18834,2995,44.1%,15.9%
Individual,MO,Medica Insurance Company,53461MO0070041,EPO,Bronze Expanded,8299,852,44.1%,10.3%
Individual,MO,Medica Insurance Company,53461MO0070051,EPO,Bronze Expanded,10549,1181,44.1%,11.2%
Individual,MO,Medica Insurance Company,53461MO0080041,EPO,Bronze Expanded,75042,12003,44.1%,16.0%
Individual,MO,Medica Insurance Company,53461MO0080051,EPO,Bronze Expanded,42639,6310,44.1%,14.8%
Individual,MO,Medica Insurance Company,53461MO0010013,EPO,Catastrophic,622,125,44.1%,20.1%
Individual,MO,Medica Insurance Company,53461MO0070013,EPO,Catastrophic,90,30,44.1%,33.3%
Individual,MO,Medica Insurance Company,53461MO0080013,EPO,Catastrophic,776,127,44.1%,16.4%
Individual,MO,Medica Insurance Company,53461MO0010045,EPO,Gold,6858,1528,44.1%,22.3%
Individual,MO,Medica Insurance Company,53461MO0010055,EPO,Gold,1426,115,44.1%,8.1%
Individual,MO,Medica Insurance Company,53461MO0070045,EPO,Gold,3749,695,44.1%,18.5%
Individual,MO,Medica Insurance Company,53461MO0070055,EPO,Gold,556,35,44.1%,6.3%
Individual,MO,Medica Insurance Company,53461MO0080045,EPO,Gold,6033,757,44.1%,12.5%
Individual,MO,Medica Insurance Company,53461MO0080055,EPO,Gold,1547,213,44.1%,13.8%
Individual,MO,Medica Insurance Company,53461MO0010057,EPO,Silver,10791,1974,44.1%,18.3%
Individual,MO,Medica Insurance Company,53461MO0070057,EPO,Silver,2579,306,44.1%,11.9%
Individual,MO,Medica Insurance Company,53461MO0080057,EPO,Silver,12089,1547,44.1%,12.8%
Individual,MO,Oscar Insurance Company,69512MO0010005,EPO,Bronze Expanded,29857,7217,49.2%,24.2%
Individual,MO,Oscar Insurance Company,69512MO0010024,EPO,Bronze Expanded,7246,1519,49.2%,21.0%
Individual,MO,Oscar Insurance Company,69512MO0010050,EPO,Bronze Expanded,6053,1215,49.2%,20.1%
Individual,MO,Oscar Insurance Company,69512MO0010011,EPO,Catastrophic,473,67,49.2%,14.2%
Individual,MO,Oscar Insurance Company,69512MO0010053,EPO,Gold,3644,724,49.2%,19.9%
Individual,MO,Oscar Insurance Company,69512MO0010025,EPO,Silver,15449,3315,49.2%,21.5%
Individual,MO,Oscar Insurance Company,69512MO0010030,EPO,Silver,15570,2957,49.2%,19.0%
Individual,MO,Oscar Insurance Company,69512MO0010045,EPO,Silver,3600,905,49.2%,25.1%
Individual,MO,Oscar Insurance Company,69512MO0010052,EPO,Silver,6623,1324,49.2%,20.0%
Individual,MO,UnitedHealthcare Insurance Company,95426MO0410011,EPO,Bronze Expanded,94635,17184,29.9%,18.2%
Individual,MO,UnitedHealthcare Insurance Company,95426MO0410013,EPO,Bronze Expanded,17827,2632,29.9%,14.8%
Individual,MO,UnitedHealthcare Insurance Company,95426MO0410009,EPO,Gold,10817,1635,29.9%,15.1%
Individual,MO,UnitedHealthcare Insurance Company,95426MO0410006,EPO,Silver,71589,10543,29.9%,14.7%
Individual,MO,UnitedHealthcare Insurance Company,95426MO0410008,EPO,Silver,9073,1415,29.9%,15.6%
Individual,MS,Ambetter of Magnolia Inc.,90714MS0010016,HMO,Bronze Expanded,258472,34217,44.6%,13.2%
Individual,MS,Ambetter of Magnolia Inc.,90714MS0010052,HMO,Bronze Expanded,39280,5228,44.6%,13.3%
Individual,MS,Ambetter of Magnolia Inc.,90714MS0010063,HMO,Bronze Expanded,368961,50485,44.6%,13.7%
Individual,MS,Ambetter of Magnolia Inc.,90714MS0030010,HMO,Bronze Expanded,35616,4639,44.6%,13.0%
Individual,MS,Ambetter of Magnolia Inc.,90714MS0030052,HMO,Bronze Expanded,5522,697,44.6%,12.6%
Individual,MS,Ambetter of Magnolia Inc.,90714MS0010019,HMO,Gold,15426,2116,44.6%,13.7%
Individual,MS,Ambetter of Magnolia Inc.,90714MS0010060,HMO,Gold,28930,3464,44.6%,12.0%
Individual,MS,Ambetter of Magnolia Inc.,90714MS0010065,HMO,Gold,8691,1122,44.6%,12.9%
Individual,MS,Ambetter of Magnolia Inc.,90714MS0030019,HMO,Gold,56075,5946,44.6%,10.6%
Individual,MS,Ambetter of Magnolia Inc.,90714MS0030060,HMO,Gold,23158,2923,44.6%,12.6%
Individual,MS,Ambetter of Magnolia Inc.,90714MS0010011,HMO,Silver,704326,85388,44.6%,12.1%
Individual,MS,Ambetter of Magnolia Inc.,90714MS0010059,HMO,Silver,1667989,203117,44.6%,12.2%
