Individual Marketplace Medical Qualified Health Plans (QHPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legend 
*                              Data not available for this issuer/plan
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0070011,Returning,EPO,QHP,Catastrophic,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,821,5722,550,1080,**,158,60,503,163,58,**,474,**,**,351,14,332,68
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0070016,Returning,EPO,QHP,Silver,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,71533,1496741,34028,260977,1957,30382,19561,27276,36963,5516,229,77355,183,1697,121289,4936,30041,3129
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0070024,Returning,EPO,QHP,Bronze Expanded,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,8517,96282,4310,19149,259,1827,1628,3106,2667,607,26,6002,39,70,8907,407,3439,525
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0070025,Returning,EPO,QHP,Silver,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,107332,1880798,49098,343536,2808,36091,25336,35972,45342,8830,329,114026,260,1841,154535,6163,38032,5371
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0070035,Returning,EPO,QHP,Gold,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,4511,75626,2480,14944,166,1582,1556,1787,2091,430,18,4549,**,57,6561,370,897,141
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0070036,Returning,EPO,QHP,Gold,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,2728,54427,1554,10800,73,1420,1161,1163,1612,401,11,3100,**,48,4655,196,679,81
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0070050,Returning,EPO,QHP,Bronze Expanded,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,2795,29408,1429,5432,73,568,446,1104,851,210,**,1433,**,26,2668,112,1014,150
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0070052,Returning,EPO,QHP,Silver,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,14000,233226,6945,43933,315,4385,3638,5018,6024,1451,66,14871,79,242,18806,683,4492,590
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0070053,Returning,EPO,QHP,Gold,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,2420,23470,1297,4918,233,639,576,629,767,277,12,1551,**,12,2357,34,328,46
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0070060,New,EPO,QHP,Silver,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0070061,New,EPO,QHP,Silver,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0200005,Returning,EPO,QHP,Bronze Expanded,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,34772,277464,16959,50061,821,4402,3765,10092,8298,1666,180,14664,71,321,27037,926,17704,3175
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0200011,Returning,EPO,QHP,Catastrophic,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,687,4707,419,852,**,91,66,204,181,20,**,266,**,**,486,37,236,47
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0200016,Returning,EPO,QHP,Silver,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,116184,1388532,51115,234529,2291,26701,20245,30222,36073,7655,484,77149,76,2163,107831,3746,24828,2135
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0200024,Returning,EPO,QHP,Bronze Expanded,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,21516,233471,10176,39341,541,3743,3568,7260,6182,1251,86,13932,38,269,16386,545,8184,1259
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0200025,Returning,EPO,QHP,Silver,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,807237,9439357,349185,1537154,17696,165759,114332,186200,229652,45188,3876,588515,1478,12170,682970,21958,192774,18712
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0200050,Returning,EPO,QHP,Bronze Expanded,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,4162,45736,2275,7219,192,725,582,1248,1195,299,**,2470,**,69,3558,66,1467,176
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0200052,Returning,EPO,QHP,Silver,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,17897,195641,7962,32983,264,3031,3263,4548,5238,1264,101,12395,33,258,13511,334,3561,368
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0200053,Returning,EPO,QHP,Gold,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,2144,27626,989,4982,57,546,554,635,717,155,16,1466,**,25,2302,92,511,58
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0200060,New,EPO,QHP,Silver,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,FL,Oscar Insurance Company of Florida,40572,No,No,40572FL0200061,New,EPO,QHP,Silver,https://hioscar.com/fl_tic_2025,1325715,16627306,591442,2806266,30126,299257,221043,99456,45,571,92,16.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,"UnitedHealthcare of Arizona, Inc.",40702,No,No,40702AZ0060016,Returning,HMO,QHP,Gold,https://www.uhc.com/transparency,162376,1711443,104289,678094,15179,231713,2220,922,41.5,17,**,**,215,2246,32,486,31,326,170,30,86,**,**,**,76,**,46,261,37,**
Individual,FFE,AZ,"UnitedHealthcare of Arizona, Inc.",40702,No,No,40702AZ0060018,Returning,HMO,QHP,Silver,https://www.uhc.com/transparency,162376,1711443,104289,678094,15179,231713,2220,922,41.5,17,**,**,976,14693,175,3380,56,2210,888,152,721,**,**,**,259,**,450,2676,281,39
Individual,FFE,AZ,"UnitedHealthcare of Arizona, Inc.",40702,No,No,40702AZ0060019,Returning,HMO,QHP,Bronze Expanded,https://www.uhc.com/transparency,162376,1711443,104289,678094,15179,231713,2220,922,41.5,17,**,**,9080,56001,1802,11404,872,9846,2143,1151,2464,12,**,**,1844,**,1763,8586,2075,521
Individual,FFE,AZ,"UnitedHealthcare of Arizona, Inc.",40702,No,No,40702AZ0060033,New,HMO,QHP,Bronze Expanded,https://www.uhc.com/transparency,162376,1711443,104289,678094,15179,231713,2220,922,41.5,17,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,"UnitedHealthcare of Arizona, Inc.",40702,No,No,40702AZ0060034,New,HMO,QHP,Bronze Expanded,https://www.uhc.com/transparency,162376,1711443,104289,678094,15179,231713,2220,922,41.5,17,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,"UnitedHealthcare of Arizona, Inc.",40702,No,No,40702AZ0060038,New,HMO,QHP,Silver,https://www.uhc.com/transparency,162376,1711443,104289,678094,15179,231713,2220,922,41.5,17,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,"UnitedHealthcare of Arizona, Inc.",40702,No,No,40702AZ0060041,New,HMO,QHP,Silver,https://www.uhc.com/transparency,162376,1711443,104289,678094,15179,231713,2220,922,41.5,17,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,"UnitedHealthcare of Arizona, Inc.",40702,No,No,40702AZ0060046,New,HMO,QHP,Gold,https://www.uhc.com/transparency,162376,1711443,104289,678094,15179,231713,2220,922,41.5,17,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,"UnitedHealthcare of Arizona, Inc.",40702,No,No,40702AZ0060047,New,HMO,QHP,Gold,https://www.uhc.com/transparency,162376,1711443,104289,678094,15179,231713,2220,922,41.5,17,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,"UnitedHealthcare of Arizona, Inc.",40702,No,No,40702AZ0070004,New,HMO,QHP,Bronze Expanded,https://www.uhc.com/transparency,162376,1711443,104289,678094,15179,231713,2220,922,41.5,17,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,"UnitedHealthcare of Arizona, Inc.",40702,No,No,40702AZ0070005,New,HMO,QHP,Bronze Expanded,https://www.uhc.com/transparency,162376,1711443,104289,678094,15179,231713,2220,922,41.5,17,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,"UnitedHealthcare of Arizona, Inc.",40702,No,No,40702AZ0070006,New,HMO,QHP,Silver,https://www.uhc.com/transparency,162376,1711443,104289,678094,15179,231713,2220,922,41.5,17,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,"UnitedHealthcare of Arizona, Inc.",40702,No,No,40702AZ0070008,New,HMO,QHP,Silver,https://www.uhc.com/transparency,162376,1711443,104289,678094,15179,231713,2220,922,41.5,17,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,"UnitedHealthcare of Arizona, Inc.",40702,No,No,40702AZ0070010,New,HMO,QHP,Gold,https://www.uhc.com/transparency,162376,1711443,104289,678094,15179,231713,2220,922,41.5,17,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TX,Scott and White Health Plan,40788,No,No,40788TX0460001,Returning,HMO,QHP,Gold,https://www.bswhealthplan.com/individuals-families/Pages/Marketplace.aspx#information,812527,5211245,154637,993379,344052,923669,1095,710,64.8,29,20,69,5503,52829,877,11965,2161,9108,1778,877,3078,**,**,**,907,**,2853,6029,1072,198
Individual,FFE,TX,Scott and White Health Plan,40788,No,No,40788TX0460003,Returning,HMO,QHP,Silver,https://www.bswhealthplan.com/individuals-families/Pages/Marketplace.aspx#information,812527,5211245,154637,993379,344052,923669,1095,710,64.8,29,20,69,358256,1905089,68063,394989,150192,329782,54309,68249,116355,**,**,**,43590,**,77335,211592,58601,11402
Individual,FFE,TX,Scott and White Health Plan,40788,No,No,40788TX0460004,Returning,HMO,QHP,Gold,https://www.bswhealthplan.com/individuals-families/Pages/Marketplace.aspx#information,812527,5211245,154637,993379,344052,923669,1095,710,64.8,29,20,69,10358,131409,2155,23549,4375,23884,3479,2158,6446,**,**,**,3037,**,5387,10928,2407,391
Individual,FFE,TX,Scott and White Health Plan,40788,No,No,40788TX0460005,Returning,HMO,QHP,Silver,https://www.bswhealthplan.com/individuals-families/Pages/Marketplace.aspx#information,812527,5211245,154637,993379,344052,923669,1095,710,64.8,29,20,69,36108,455071,6874,78958,15652,83342,12405,6883,22019,**,**,**,7663,**,17331,39543,7500,1305
Individual,FFE,TX,Scott and White Health Plan,40788,No,No,40788TX0460006,Returning,HMO,QHP,Bronze Expanded,https://www.bswhealthplan.com/individuals-families/Pages/Marketplace.aspx#information,812527,5211245,154637,993379,344052,923669,1095,710,64.8,29,20,69,5046,72421,1080,12571,1961,13114,1699,1080,3295,**,**,**,1331,**,2791,6257,2161,251
Individual,FFE,TX,Scott and White Health Plan,40788,No,No,40788TX0460007,Returning,HMO,QHP,Bronze Expanded,https://www.bswhealthplan.com/individuals-families/Pages/Marketplace.aspx#information,812527,5211245,154637,993379,344052,923669,1095,710,64.8,29,20,69,4663,38487,1017,7784,1902,6751,1071,1017,2089,**,**,**,1334,**,1486,3596,1322,243
Individual,FFE,TX,Scott and White Health Plan,40788,No,No,40788TX0460008,Returning,HMO,QHP,Silver,https://www.bswhealthplan.com/individuals-families/Pages/Marketplace.aspx#information,812527,5211245,154637,993379,344052,923669,1095,710,64.8,29,20,69,299482,1745878,56887,324412,130944,311178,41788,56948,91376,**,**,**,27860,**,68904,178608,45994,6497
Individual,FFE,TX,Scott and White Health Plan,40788,No,No,40788TX0460009,Returning,HMO,QHP,Bronze Expanded,https://www.bswhealthplan.com/individuals-families/Pages/Marketplace.aspx#information,812527,5211245,154637,993379,344052,923669,1095,710,64.8,29,20,69,23817,213564,4914,38206,10527,37846,4907,4915,11024,**,**,**,6024,**,7659,17799,7187,1165
Individual,FFE,TX,Scott and White Health Plan,40788,No,No,40788TX0460012,Returning,HMO,QHP,Gold,https://www.bswhealthplan.com/individuals-families/Pages/Marketplace.aspx#information,812527,5211245,154637,993379,344052,923669,1095,710,64.8,29,20,69,69294,596497,12770,100945,26338,108664,15148,12786,30039,**,**,**,6635,**,21857,52709,13967,2150
Individual,SPE,OH,Buckeye Community Health Plan,41047,No,No,41047OH0010025,Returning,HMO,QHP,Silver,https://ambetter.buckeyehealthplan.com/resources/handbooks-forms/transparency-notice-2025.html,283165,2964447,81292,427746,2760,205435,604,391,64.7,**,**,**,16663,271670,4853,36089,199,17592,9832,4141,18219,7558,405,10477,2593,**,12304,11163,4789,608
Individual,SPE,OH,Buckeye Community Health Plan,41047,No,No,41047OH0010041,Returning,HMO,QHP,Gold,https://ambetter.buckeyehealthplan.com/resources/handbooks-forms/transparency-notice-2025.html,283165,2964447,81292,427746,2760,205435,604,391,64.7,**,**,**,8269,134755,2616,18667,104,8811,5794,1904,9292,4621,169,5115,998,**,6646,5245,1927,229
Individual,SPE,OH,Buckeye Community Health Plan,41047,No,No,41047OH0010045,Returning,HMO,QHP,Bronze Expanded,https://ambetter.buckeyehealthplan.com/resources/handbooks-forms/transparency-notice-2025.html,283165,2964447,81292,427746,2760,205435,604,391,64.7,**,**,**,10843,140675,3149,18060,113,8015,4806,2365,9121,3431,114,4066,1317,**,7834,4077,3538,441
Individual,SPE,OH,Buckeye Community Health Plan,41047,No,No,41047OH0010057,Returning,HMO,QHP,Bronze Expanded,https://ambetter.buckeyehealthplan.com/resources/handbooks-forms/transparency-notice-2025.html,283165,2964447,81292,427746,2760,205435,604,391,64.7,**,**,**,27066,176444,7447,27141,253,12829,6729,4747,16572,5104,158,5791,3638,**,13454,5201,6815,1251
Individual,SPE,OH,Buckeye Community Health Plan,41047,No,No,41047OH0010061,Returning,HMO,QHP,Silver,https://ambetter.buckeyehealthplan.com/resources/handbooks-forms/transparency-notice-2025.html,283165,2964447,81292,427746,2760,205435,604,391,64.7,**,**,**,11500,153743,3187,20512,95,9695,5712,2489,10018,4422,148,5539,1309,**,8676,5004,2348,316
Individual,SPE,OH,Buckeye Community Health Plan,41047,No,No,41047OH0010067,Returning,HMO,QHP,Gold,https://ambetter.buckeyehealthplan.com/resources/handbooks-forms/transparency-notice-2025.html,283165,2964447,81292,427746,2760,205435,604,391,64.7,**,**,**,4899,74344,1535,10958,35,5619,3697,1139,5966,3112,183,2787,790,**,4498,2664,1351,181
Individual,SPE,OH,Buckeye Community Health Plan,41047,No,No,41047OH0010069,Returning,HMO,QHP,Bronze Expanded,https://ambetter.buckeyehealthplan.com/resources/handbooks-forms/transparency-notice-2025.html,283165,2964447,81292,427746,2760,205435,604,391,64.7,**,**,**,15290,112901,4334,17661,176,8916,5051,2953,11493,3748,96,4179,1953,**,8426,3128,4852,829
Individual,SPE,OH,Buckeye Community Health Plan,41047,No,No,41047OH0010070,Returning,HMO,QHP,Silver,https://ambetter.buckeyehealthplan.com/resources/handbooks-forms/transparency-notice-2025.html,283165,2964447,81292,427746,2760,205435,604,391,64.7,**,**,**,39556,285128,10798,44668,376,22344,13571,6153,26784,9947,588,9599,4158,**,21557,9936,9005,1675
Individual,SPE,OH,Buckeye Community Health Plan,41047,No,No,41047OH0010071,Returning,HMO,QHP,Gold,https://ambetter.buckeyehealthplan.com/resources/handbooks-forms/transparency-notice-2025.html,283165,2964447,81292,427746,2760,205435,604,391,64.7,**,**,**,1560,20125,491,2992,22,1682,1208,462,1771,1088,35,869,191,**,1089,764,306,46
Individual,SPE,OH,Buckeye Community Health Plan,41047,No,No,41047OH0030025,Returning,HMO,QHP,Silver,https://ambetter.buckeyehealthplan.com/resources/handbooks-forms/transparency-notice-2025.html,283165,2964447,81292,427746,2760,205435,604,391,64.7,**,**,**,8224,124031,2572,17562,85,8254,4814,1947,8591,3972,150,5055,1539,**,5934,5478,2334,355
Individual,SPE,OH,Buckeye Community Health Plan,41047,No,No,41047OH0030041,Returning,HMO,QHP,Gold,https://ambetter.buckeyehealthplan.com/resources/handbooks-forms/transparency-notice-2025.html,283165,2964447,81292,427746,2760,205435,604,391,64.7,**,**,**,4447,69509,1330,10118,34,4620,3175,997,5312,2572,92,2719,520,**,3711,2654,1016,128
Individual,SPE,OH,Buckeye Community Health Plan,41047,No,No,41047OH0030045,Returning,HMO,QHP,Bronze Expanded,https://ambetter.buckeyehealthplan.com/resources/handbooks-forms/transparency-notice-2025.html,283165,2964447,81292,427746,2760,205435,604,391,64.7,**,**,**,1932,28925,628,3850,32,1492,914,668,2144,658,33,824,238,**,1476,951,676,87
Individual,SPE,OH,Buckeye Community Health Plan,41047,No,No,41047OH0030057,Returning,HMO,QHP,Bronze Expanded,https://ambetter.buckeyehealthplan.com/resources/handbooks-forms/transparency-notice-2025.html,283165,2964447,81292,427746,2760,205435,604,391,64.7,**,**,**,3258,40336,960,5713,28,2565,1304,744,3112,1018,70,1420,551,**,2452,1387,1006,196
Individual,SPE,OH,Buckeye Community Health Plan,41047,No,No,41047OH0030071,Returning,HMO,QHP,Gold,https://ambetter.buckeyehealthplan.com/resources/handbooks-forms/transparency-notice-2025.html,283165,2964447,81292,427746,2760,205435,604,391,64.7,**,**,**,2178,27436,640,3981,25,1710,1307,551,1952,1040,35,979,219,**,1490,898,554,88
Individual,SPE,OH,Buckeye Community Health Plan,41047,No,No,41047OH0030072,New,HMO,QHP,Bronze Expanded,https://ambetter.buckeyehealthplan.com/resources/handbooks-forms/transparency-notice-2025.html,283165,2964447,81292,427746,2760,205435,604,391,64.7,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,Buckeye Community Health Plan,41047,No,No,41047OH0030073,New,HMO,QHP,Silver,https://ambetter.buckeyehealthplan.com/resources/handbooks-forms/transparency-notice-2025.html,283165,2964447,81292,427746,2760,205435,604,391,64.7,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,Buckeye Community Health Plan,41047,No,No,41047OH0030074,New,HMO,QHP,Gold,https://ambetter.buckeyehealthplan.com/resources/handbooks-forms/transparency-notice-2025.html,283165,2964447,81292,427746,2760,205435,604,391,64.7,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,UT,University of Utah Health Insurance Plans,42261,No,No,42261UT0060001,Returning,EPO,QHP,Gold,https://uhealthplan.utah.edu/individual/claims,6209,569517,4955,107936,272,37017,448,183,40.8,**,**,**,273,28606,234,5695,26,1912,795,175,314,103,**,1610,**,60,1816,1555,259,35
Individual,SPE,UT,University of Utah Health Insurance Plans,42261,No,No,42261UT0060002,Returning,EPO,QHP,Silver,https://uhealthplan.utah.edu/individual/claims,6209,569517,4955,107936,272,37017,448,183,40.8,**,**,**,1846,132246,1621,25486,96,8309,3719,1333,1152,449,426,6922,18,318,8031,7289,1184,122
Individual,SPE,UT,University of Utah Health Insurance Plans,42261,No,No,42261UT0060003,Returning,EPO,QHP,Bronze Expanded,https://uhealthplan.utah.edu/individual/claims,6209,569517,4955,107936,272,37017,448,183,40.8,**,**,**,1851,199661,1331,37635,55,12682,5475,1026,2530,701,29,10566,**,432,12515,10303,3211,307
Individual,SPE,UT,University of Utah Health Insurance Plans,42261,No,No,42261UT0060019,Returning,EPO,QHP,Gold,https://uhealthplan.utah.edu/individual/claims,6209,569517,4955,107936,272,37017,448,183,40.8,**,**,**,216,19777,194,3758,**,1496,716,162,209,36,**,979,**,28,1056,1045,176,32
Individual,SPE,UT,University of Utah Health Insurance Plans,42261,No,No,42261UT0060020,Returning,EPO,QHP,Silver,https://uhealthplan.utah.edu/individual/claims,6209,569517,4955,107936,272,37017,448,183,40.8,**,**,**,162,25291,142,4908,**,1720,897,126,181,80,123,979,**,45,1571,1522,231,38
Individual,SPE,UT,University of Utah Health Insurance Plans,42261,No,No,42261UT0060021,Returning,EPO,QHP,Bronze Expanded,https://uhealthplan.utah.edu/individual/claims,6209,569517,4955,107936,272,37017,448,183,40.8,**,**,**,254,17910,237,3415,28,1162,653,182,128,50,24,923,**,27,1112,803,326,60
Individual,SPE,UT,University of Utah Health Insurance Plans,42261,No,No,42261UT0060022,Returning,EPO,QHP,Gold,https://uhealthplan.utah.edu/individual/claims,6209,569517,4955,107936,272,37017,448,183,40.8,**,**,**,48,4896,26,674,**,163,78,16,51,**,**,209,**,**,156,228,55,**
Individual,SPE,UT,University of Utah Health Insurance Plans,42261,No,No,42261UT0060023,Returning,EPO,QHP,Silver,https://uhealthplan.utah.edu/individual/claims,6209,569517,4955,107936,272,37017,448,183,40.8,**,**,**,236,10189,148,1578,**,540,194,133,62,49,35,454,**,27,631,382,115,13
Individual,SPE,UT,University of Utah Health Insurance Plans,42261,No,No,42261UT0060024,Returning,EPO,QHP,Bronze Expanded,https://uhealthplan.utah.edu/individual/claims,6209,569517,4955,107936,272,37017,448,183,40.8,**,**,**,49,2406,36,442,**,163,136,34,**,**,**,110,**,**,109,96,28,**
Individual,SPE,UT,University of Utah Health Insurance Plans,42261,No,No,42261UT0060025,Returning,EPO,QHP,Gold,https://uhealthplan.utah.edu/individual/claims,6209,569517,4955,107936,272,37017,448,183,40.8,**,**,**,41,2658,22,575,**,250,177,11,16,**,**,138,**,**,154,95,31,**
Individual,SPE,UT,University of Utah Health Insurance Plans,42261,No,No,42261UT0060026,Returning,EPO,QHP,Silver,https://uhealthplan.utah.edu/individual/claims,6209,569517,4955,107936,272,37017,448,183,40.8,**,**,**,137,6439,109,1209,22,421,168,95,37,21,**,400,**,11,416,264,47,**
Individual,SPE,UT,University of Utah Health Insurance Plans,42261,No,No,42261UT0060027,Returning,EPO,QHP,Bronze Expanded,https://uhealthplan.utah.edu/individual/claims,6209,569517,4955,107936,272,37017,448,183,40.8,**,**,**,67,4388,64,897,**,400,190,62,20,12,**,251,**,**,242,205,108,18
Individual,FFE,SC,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC",42326,No,No,42326SC0010001,Returning,HMO,QHP,Gold,https://www.molinamarketplace.com/marketplace/sc/en-us/FAQ.aspx,61349,869323,23078,217809,5957,137569,331,151,45.6,**,**,**,283,7375,174,1977,32,1257,1594,164,89,1560,299,1402,815,21,1490,1640,122,20
Individual,FFE,SC,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC",42326,No,No,42326SC0010002,Returning,HMO,QHP,Silver,https://www.molinamarketplace.com/marketplace/sc/en-us/FAQ.aspx,61349,869323,23078,217809,5957,137569,331,151,45.6,**,**,**,27499,461576,10999,112353,1998,70208,85210,8175,2875,94739,15730,91110,51065,1585,98719,88058,11266,2396
Individual,FFE,SC,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC",42326,No,No,42326SC0010008,Returning,HMO,QHP,Gold,https://www.molinamarketplace.com/marketplace/sc/en-us/FAQ.aspx,61349,869323,23078,217809,5957,137569,331,151,45.6,**,**,**,233,5346,130,1572,23,875,1431,130,**,1467,261,1159,617,21,1224,1347,86,16
Individual,FFE,SC,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC",42326,No,No,42326SC0010009,Returning,HMO,QHP,Silver,https://www.molinamarketplace.com/marketplace/sc/en-us/FAQ.aspx,61349,869323,23078,217809,5957,137569,331,151,45.6,**,**,**,29630,311273,10123,81611,2108,52190,66388,7271,1455,69830,10697,63816,37358,1258,70271,67009,10360,2255
