Individual Marketplace Medical Qualified Health Plans (QHPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legend 
*                              Data not available for this issuer/plan
Individual,SBE-FP,AR,TRUASSURE INSURANCE COMPANY,38545,Yes,Yes,38545AR0010001,New,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,AR,TRUASSURE INSURANCE COMPANY,38545,Yes,Yes,38545AR0020001,New,PPO,SADP,High,https://www.truassure.com/aca-plans.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,AR,TRUASSURE INSURANCE COMPANY,38545,Yes,Yes,38545AR0040001,New,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,OK,BEST Life and Health Insurance Company,40254,No,Yes,40254OK0020003,Returning,PPO,SADP,High,https://www.bestlife.com/ok/index.html,38,144,14,53,**,**,**,**,**,**,**,**,**,20,**,**,**,**,**,**,**,**,**,**,**,**,**,288,53
Individual,FFE,OK,BEST Life and Health Insurance Company,40254,No,Yes,40254OK0020006,Returning,PPO,SADP,Low,https://www.bestlife.com/ok/index.html,38,144,14,53,**,**,**,**,**,**,**,**,14,55,**,17,**,**,**,**,15,**,**,**,**,**,**,487,99
Individual,FFE,OK,BEST Life and Health Insurance Company,40254,No,Yes,40254OK0020007,New,PPO,SADP,High,https://www.bestlife.com/ok/index.html,38,144,14,53,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,OK,BEST Life and Health Insurance Company,40254,No,Yes,40254OK0020008,New,PPO,SADP,Low,https://www.bestlife.com/ok/index.html,38,144,14,53,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,UT,"Educators Health Plans Life, Accident, and Health, Inc",40335,No,Yes,40335UT0010001,Returning,PPO,SADP,High,https://emihealth.com/Policies/UtahDental,14552,120314,4756,24572,783,4668,11,**,**,**,**,**,1744,26518,620,5002,54,949,**,**,2172,37,923,1125,**,1365,**,1808,245
Individual,SPE,UT,"Educators Health Plans Life, Accident, and Health, Inc",40335,No,Yes,40335UT0020001,Returning,PPO,SADP,High,https://emihealth.com/Policies/UtahDental,14552,120314,4756,24572,783,4668,11,**,**,**,**,**,5266,41104,1904,8639,321,1402,**,**,4332,112,1088,2840,**,2171,**,7063,1005
Individual,SPE,UT,"Educators Health Plans Life, Accident, and Health, Inc",40335,No,Yes,40335UT0020002,Returning,PPO,SADP,High,https://emihealth.com/Policies/UtahDental,14552,120314,4756,24572,783,4668,11,**,**,**,**,**,1246,12182,438,2199,58,261,**,**,1131,25,430,542,**,509,**,3935,490
Individual,SPE,UT,"Educators Health Plans Life, Accident, and Health, Inc",40335,No,Yes,40335UT0020003,Returning,PPO,SADP,High,https://emihealth.com/Policies/UtahDental,14552,120314,4756,24572,783,4668,11,**,**,**,**,**,6247,39214,1745,8434,350,2009,**,**,3732,43,1215,2208,**,2981,**,7714,1265
Individual,SPE,UT,"Educators Health Plans Life, Accident, and Health, Inc",40335,No,Yes,40335UT0110001,Returning,EPO,SADP,Low,https://emihealth.com/Policies/UtahDental,14552,120314,4756,24572,783,4668,11,**,**,**,**,**,46,851,46,187,**,33,**,20,129,**,**,39,**,35,**,128,30
Individual,SPE,UT,"Educators Health Plans Life, Accident, and Health, Inc",40335,No,Yes,40335UT0110002,Returning,EPO,SADP,Low,https://emihealth.com/Policies/UtahDental,14552,120314,4756,24572,783,4668,11,**,**,**,**,**,**,445,**,111,**,14,**,**,60,**,**,30,**,17,**,80,13
Individual,FFE,MO,"Educators Health Plans Life, Accident, and Health, Inc",40519,No,Yes,40519MO0010001,Returning,PPO,SADP,High,https://emihealth.com/Policies/MissouriDental,1748,2609,916,864,159,175,**,**,**,**,**,**,229,455,142,174,**,29,**,**,211,**,17,20,**,68,**,147,30
Individual,FFE,MO,"Educators Health Plans Life, Accident, and Health, Inc",40519,No,Yes,40519MO0010002,Returning,PPO,SADP,Low,https://emihealth.com/Policies/MissouriDental,1748,2609,916,864,159,175,**,**,**,**,**,**,136,549,76,173,**,61,**,**,122,**,20,24,**,83,**,156,37
Individual,FFE,MO,"Educators Health Plans Life, Accident, and Health, Inc",40519,No,Yes,40519MO0010003,Returning,PPO,SADP,Low,https://emihealth.com/Policies/MissouriDental,1748,2609,916,864,159,175,**,**,**,**,**,**,298,691,130,223,13,39,**,**,188,**,13,17,**,135,**,368,61
Individual,FFE,MO,"Educators Health Plans Life, Accident, and Health, Inc",40519,No,Yes,40519MO0010004,Returning,PPO,SADP,Low,https://emihealth.com/Policies/MissouriDental,1748,2609,916,864,159,175,**,**,**,**,**,**,1085,914,568,294,131,46,**,**,363,**,41,41,**,415,**,985,251
Individual,FFE,TX,Renaissance Life & Health Insurance Company of America,40540,No,Yes,40540TX0060003,Returning,PPO,SADP,High,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,2930,9105,995,2461,246,506,**,**,**,**,**,**,874,2422,269,713,100,180,**,361,204,**,17,43,**,82,509,688,105
Individual,FFE,TX,Renaissance Life & Health Insurance Company of America,40540,No,Yes,40540TX0060005,Returning,PPO,SADP,Low,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,2930,9105,995,2461,246,506,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,704,108
Individual,FFE,TX,Renaissance Life & Health Insurance Company of America,40540,No,Yes,40540TX0070003,Returning,PPO,SADP,High,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,2930,9105,995,2461,246,506,**,**,**,**,**,**,**,12,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,FFE,TX,Renaissance Life & Health Insurance Company of America,40540,No,Yes,40540TX0070004,Returning,PPO,SADP,Low,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,2930,9105,995,2461,246,506,**,**,**,**,**,**,18,15,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,FFE,TX,Renaissance Life & Health Insurance Company of America,40540,No,Yes,40540TX0100001,Returning,PPO,SADP,Low,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,2930,9105,995,2461,246,506,**,**,**,**,**,**,2038,6656,725,1747,146,326,**,1172,1028,**,119,238,**,195,719,1967,375
Individual,SPE,UT,BEST Life and Health Insurance Company,42757,No,Yes,42757UT0020003,Returning,PPO,SADP,High,https://www.bestlife.com/UT/index.html,14,55,12,47,**,**,**,**,**,**,**,**,13,38,11,33,**,**,**,**,25,**,**,13,**,**,**,86,13
Individual,SPE,UT,BEST Life and Health Insurance Company,42757,No,Yes,42757UT0020006,Returning,PPO,SADP,Low,https://www.bestlife.com/UT/index.html,14,55,12,47,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,29,**
Individual,SPE,UT,BEST Life and Health Insurance Company,42757,No,Yes,42757UT0020007,New,PPO,SADP,High,https://www.bestlife.com/UT/index.html,14,55,12,47,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,UT,BEST Life and Health Insurance Company,42757,No,Yes,42757UT0020008,New,PPO,SADP,Low,https://www.bestlife.com/UT/index.html,14,55,12,47,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,"Solstice of Illinois, Inc.",43241,No,Yes,43241IL0010001,Returning,EPO,SADP,Low,https://www.solsticecare.com/claimsFaq.aspx,318,1486,285,124,**,110,**,**,**,**,**,**,318,1486,285,124,**,110,**,285,64,**,25,**,**,24,**,2455,425
Individual,FFE,FL,"Solstice Benefits, Inc.",43274,No,Yes,43274FL0010001,Returning,PPO,SADP,Low,https://www.solsticecare.com/claimsFaq.aspx,148,21334,74,8020,**,**,**,**,**,149,108,72.5,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,FFE,FL,"Solstice Benefits, Inc.",43274,No,Yes,43274FL0010002,Returning,PPO,SADP,Low,https://www.solsticecare.com/claimsFaq.aspx,148,21334,74,8020,**,**,**,**,**,149,108,72.5,115,839,42,297,**,**,**,**,190,**,25,**,**,70,53,545,88
Individual,FFE,FL,"Solstice Benefits, Inc.",43274,No,Yes,43274FL0030002,Returning,EPO,SADP,Low,https://www.solsticecare.com/claimsFaq.aspx,148,21334,74,8020,**,**,**,**,**,149,108,72.5,32,20487,32,7719,**,**,**,32,5564,**,55,21,**,1435,644,31971,4949
Individual,FFE,IN,"DentaQuest USA Insurance Company, Inc.",43433,No,Yes,43433IN0010001,Returning,EPO,SADP,High,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,306,1298,310,393,**,72,**,**,**,**,**,**,15,65,14,11,**,**,**,**,**,**,**,**,**,**,**,47,17
Individual,FFE,IN,"DentaQuest USA Insurance Company, Inc.",43433,No,Yes,43433IN0010003,Returning,EPO,SADP,High,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,306,1298,310,393,**,72,**,**,**,**,**,**,68,300,64,82,**,23,**,41,45,**,**,**,**,**,53,230,54
Individual,FFE,IN,"DentaQuest USA Insurance Company, Inc.",43433,No,Yes,43433IN0010004,Returning,EPO,SADP,Low,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,306,1298,310,393,**,72,**,**,**,**,**,**,223,933,232,300,**,49,**,103,153,**,13,**,**,13,248,715,162
Individual,FFE,IN,"DentaQuest USA Insurance Company, Inc.",43433,No,Yes,43433IN0010010,Returning,EPO,SADP,Low,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,306,1298,310,393,**,72,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,723,214
Individual,FFE,MO,"Dominion Dental Services, Inc.",43512,Yes,Yes,43512MO0010001,New,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,MO,"Dominion Dental Services, Inc.",43512,Yes,Yes,43512MO0010002,New,PPO,SADP,High,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,MO,"Dominion Dental Services, Inc.",43512,Yes,Yes,43512MO0010003,New,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,MO,"Dominion Dental Services, Inc.",43512,Yes,Yes,43512MO0010004,New,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,MO,"Dominion Dental Services, Inc.",43512,Yes,Yes,43512MO0010005,New,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,MO,"Dominion Dental Services, Inc.",43512,Yes,Yes,43512MO0010006,New,PPO,SADP,High,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TN,"DentaQuest USA Insurance Company, Inc.",43878,No,Yes,43878TN0010001,Returning,EPO,SADP,High,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,79,1852,63,644,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,FFE,TN,"DentaQuest USA Insurance Company, Inc.",43878,No,Yes,43878TN0010003,Returning,EPO,SADP,High,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,79,1852,63,644,**,**,**,**,**,**,**,**,32,515,15,183,**,**,**,30,89,**,**,**,**,**,66,446,97
Individual,FFE,TN,"DentaQuest USA Insurance Company, Inc.",43878,No,Yes,43878TN0010004,Returning,EPO,SADP,Low,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,79,1852,63,644,**,**,**,**,**,**,**,**,47,1327,48,453,**,**,**,91,193,**,20,**,**,**,185,1195,288
Individual,SPE,OH,"Educators Health Plans Life, Accident, and Health,",44346,No,Yes,44346OH0010003,Returning,PPO,SADP,Low,https://emihealth.com/Policies/OhioDental,5144,5702,2192,1839,331,320,**,**,**,**,**,**,975,1158,436,288,73,39,**,**,265,**,50,132,**,277,**,751,160
Individual,SPE,OH,"Educators Health Plans Life, Accident, and Health,",44346,No,Yes,44346OH0010004,Returning,PPO,SADP,Low,https://emihealth.com/Policies/OhioDental,5144,5702,2192,1839,331,320,**,**,**,**,**,**,2980,2162,1136,716,218,86,**,**,662,21,133,245,**,791,**,2062,442
Individual,SPE,OH,"Educators Health Plans Life, Accident, and Health,",44346,No,Yes,44346OH0010005,New,PPO,SADP,High,https://emihealth.com/Policies/OhioDental,5144,5702,2192,1839,331,320,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,"Educators Health Plans Life, Accident, and Health,",44346,No,Yes,44346OH0010006,New,PPO,SADP,Low,https://emihealth.com/Policies/OhioDental,5144,5702,2192,1839,331,320,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AL,Humana Insurance Company,44580,No,Yes,44580AL0380001,Returning,PPO,SADP,Low,https://www.humana.com/member/plain-language-policy,4447,23842,1486,6059,136,476,**,**,**,**,**,**,873,5498,311,1295,23,101,**,154,1148,21,23,218,**,**,398,1737,357
Individual,FFE,AL,Humana Insurance Company,44580,No,Yes,44580AL0380003,Returning,PPO,SADP,High,https://www.humana.com/member/plain-language-policy,4447,23842,1486,6059,136,476,**,**,**,**,**,**,2230,11860,682,2482,59,220,**,437,1776,157,74,668,**,**,1157,2335,506
Individual,FFE,AL,Humana Insurance Company,44580,No,Yes,44580AL0380004,Returning,PPO,SADP,Low,https://www.humana.com/member/plain-language-policy,4447,23842,1486,6059,136,476,**,**,**,**,**,**,1344,6484,493,2282,54,155,**,345,2324,**,**,554,**,**,458,2312,678
Individual,FFE,LA,"Humana Health Benefit Plan of Louisiana, Inc.",44965,No,Yes,44965LA0590001,Returning,PPO,SADP,Low,https://www.humana.com/member/plain-language-policy,764,3251,224,799,12,73,**,**,**,**,**,**,764,3251,224,799,12,73,**,109,722,**,**,155,**,**,272,967,179
Individual,SPE,NE,Delta Dental of Nebraska,45550,No,Yes,45550NE0010001,Returning,PPO,SADP,Low,https://www.deltadentalne.org/transparency-in-coverage,1027,16231,477,4273,123,1638,**,**,**,**,**,**,26,252,13,61,**,45,**,26,14,**,**,41,**,**,41,29,**
Individual,SPE,NE,Delta Dental of Nebraska,45550,No,Yes,45550NE0020001,Returning,PPO,SADP,Low,https://www.deltadentalne.org/transparency-in-coverage,1027,16231,477,4273,123,1638,**,**,**,**,**,**,319,4522,188,1687,32,521,**,275,1156,**,**,330,**,112,529,1053,157
Individual,SPE,NE,Delta Dental of Nebraska,45550,No,Yes,45550NE0040001,Returning,PPO,SADP,Low,https://www.deltadentalne.org/transparency-in-coverage,1027,16231,477,4273,123,1638,**,**,**,**,**,**,263,3560,92,688,49,283,**,133,394,**,**,204,**,26,292,673,95
Individual,SPE,NE,Delta Dental of Nebraska,45550,No,Yes,45550NE0060001,Returning,PPO,SADP,Low,https://www.deltadentalne.org/transparency-in-coverage,1027,16231,477,4273,123,1638,**,**,**,**,**,**,165,3654,61,818,23,331,**,100,409,**,37,158,**,104,408,636,63
Individual,SPE,NE,Delta Dental of Nebraska,45550,No,Yes,45550NE0080001,Returning,PPO,SADP,Low,https://www.deltadentalne.org/transparency-in-coverage,1027,16231,477,4273,123,1638,**,**,**,**,**,**,254,4243,123,1019,18,458,**,209,436,11,82,237,**,132,575,627,76
Individual,SBE-FP,IL,"DentaQuest National Insurance Company, Inc.",45634,No,Yes,45634IL0010001,Returning,PPO,SADP,High,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,963,613,433,187,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0
Individual,SBE-FP,IL,"DentaQuest National Insurance Company, Inc.",45634,No,Yes,45634IL0010003,Returning,PPO,SADP,High,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,963,613,433,187,**,**,**,**,**,**,**,**,395,221,181,63,**,**,**,**,111,**,16,**,**,**,108,292,70
Individual,SBE-FP,IL,"DentaQuest National Insurance Company, Inc.",45634,No,Yes,45634IL0010004,Returning,PPO,SADP,Low,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,963,613,433,187,**,**,**,**,**,**,**,**,267,208,102,52,**,**,**,**,73,**,14,**,**,**,67,294,57
Individual,SBE-FP,IL,"DentaQuest National Insurance Company, Inc.",45634,No,Yes,45634IL0010005,Returning,PPO,SADP,Low,https://www.dentaquest.com/en/members/marketplace/transparency-in-coverage,963,613,433,187,**,**,**,**,**,**,**,**,274,184,150,72,**,**,**,**,142,**,14,**,**,**,66,457,93
Individual,FFE,OK,Dentegra Insurance Company,45689,No,Yes,45689OK0010007,Returning,PPO,SADP,Low,https://www.dentegra.com/how-marketplace-plans-work,782,1090,**,462,57,37,**,**,**,**,**,**,612,725,**,320,51,23,**,368,122,**,**,24,**,11,**,177,49
Individual,FFE,OK,Dentegra Insurance Company,45689,No,Yes,45689OK0010008,Returning,PPO,SADP,High,https://www.dentegra.com/how-marketplace-plans-work,782,1090,**,462,57,37,**,**,**,**,**,**,170,365,**,142,**,14,**,47,42,**,**,**,**,53,36,100,38
Individual,SPE,HI,Hawaii Dental Service,46082,No,Yes,46082HI0020001,Returning,PPO,SADP,Low,https://www.hawaiidentalservice.com/members/marketplace,265,9440,64,752,**,83,87,50,57.5,**,**,**,**,185,**,**,**,**,**,**,**,**,**,**,**,**,**,31,**
Individual,SPE,HI,Hawaii Dental Service,46082,No,Yes,46082HI0020003,Returning,PPO,SADP,Low,https://www.hawaiidentalservice.com/members/marketplace,265,9440,64,752,**,83,87,50,57.5,**,**,**,155,4827,26,454,**,45,**,**,196,**,73,28,**,**,178,894,92
Individual,SPE,HI,Hawaii Dental Service,46082,No,Yes,46082HI0020004,Returning,PPO,SADP,Low,https://www.hawaiidentalservice.com/members/marketplace,265,9440,64,752,**,83,87,50,57.5,**,**,**,110,4428,38,290,**,36,**,**,150,**,63,18,**,**,97,936,135
Individual,FFE,AL,"Educators Health Plans Life, Accident, and Health, Inc",46363,No,Yes,46363AL0010001,Returning,PPO,SADP,High,https://emihealth.com/Policies/AlabamaDental,6253,3012,3145,1377,478,161,**,**,**,**,**,**,340,365,198,144,30,14,**,**,145,**,50,38,**,109,**,171,44
Individual,FFE,AL,"Educators Health Plans Life, Accident, and Health, Inc",46363,No,Yes,46363AL0010002,Returning,PPO,SADP,Low,https://emihealth.com/Policies/AlabamaDental,6253,3012,3145,1377,478,161,**,**,**,**,**,**,181,368,135,146,31,37,**,**,72,**,11,34,**,164,**,199,50
Individual,FFE,AL,"Educators Health Plans Life, Accident, and Health, Inc",46363,No,Yes,46363AL0010003,Returning,PPO,SADP,Low,https://emihealth.com/Policies/AlabamaDental,6253,3012,3145,1377,478,161,**,**,**,**,**,**,1473,918,691,449,70,52,**,**,564,**,31,117,**,428,**,1186,320
Individual,FFE,AL,"Educators Health Plans Life, Accident, and Health, Inc",46363,No,Yes,46363AL0010004,Returning,PPO,SADP,Low,https://emihealth.com/Policies/AlabamaDental,6253,3012,3145,1377,478,161,**,**,**,**,**,**,4259,1361,2121,638,347,58,**,**,1045,**,176,242,**,1296,**,2549,644
Individual,FFE,AL,Blue Cross and Blue Shield of Alabama,46944,No,No,46944AL0500001,Returning,PPO,SADP,Low,https://www.bcbsal.org/web/public/portal/claims-payment-policy-other-information.html,240263,13033751,216318,4533017,41635,933590,1730,806,46.6,80,**,**,**,97138,**,18539,**,6990,**,1323,7211,**,1624,4334,**,3763,284,21322,3465
Individual,SPE,UT,Humana Insurance Company,46958,No,Yes,46958UT0470002,Returning,PPO,SADP,Low,https://www.humana.com/member/plain-language-policy,641,11457,244,3329,19,122,**,**,**,**,**,**,641,11457,244,3329,19,122,**,814,3042,14,15,972,**,**,466,1883,327
Individual,SPE,OH,BEST Life and Health Insurance Company,47509,No,Yes,47509OH0020003,Returning,PPO,SADP,High,https://www.bestlife.com/oh/index.html,14,14,**,**,**,**,**,**,**,**,**,**,14,**,**,**,**,**,**,**,**,**,**,**,**,**,**,90,23
Individual,SPE,OH,BEST Life and Health Insurance Company,47509,No,Yes,47509OH0020006,Returning,PPO,SADP,Low,https://www.bestlife.com/oh/index.html,14,14,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,59,**
Individual,SPE,OH,BEST Life and Health Insurance Company,47509,No,Yes,47509OH0020007,New,PPO,SADP,High,https://www.bestlife.com/oh/index.html,14,14,**,**,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
